# TUM40 test case:
# Upper 90 % limit for spin-independent elastic scattering of dark-matter particles off nuclei
# Mass of dark-metter particle [GeV/c^2] | 90 % limit [cm^2]
8.490249844618392716e-01	9.377647371904047094e-36
1.076797047638522242e+00	5.416027113407957159e-37
1.365674630338458595e+00	4.921346471218147181e-38
1.732050807568877637e+00	5.756177373748001998e-39
2.196716504323217301e+00	1.689157941551036069e-39
2.786040328192924687e+00	6.836311773638584327e-40
3.533464921414029902e+00	3.278818497118906848e-40
4.481404746557165808e+00	1.848622734891326369e-40
5.683653000417573153e+00	5.557572344603366490e-41
7.208434242404265113e+00	1.848241799854913017e-41
9.142275966398507592e+00	8.372057287831086984e-42
1.159491881803037927e+01	5.070703010966676436e-42
1.470554409983282618e+01	3.137639112223378249e-42
1.865067195950085832e+01	1.673167510327525751e-42
2.365417846354055698e+01	1.075215426047402891e-42
2.999999999999999645e+01	7.970328874002392944e-43
